image_url,image_path,basename,dino_detected,dino_score,sam_score,passed_thresholds,uploaded_to_s3,box_area_pct
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.16.42.48_-4.789743999999999_38.26802433333334_8c7d0d2a-5c38-4577-bb83-e9fa152f45be_IMG_20210916_135922_6894247560045540721.jpg,temp_downloads/2021.09.16.16.42.48_-4.789743999999999_38.26802433333334_8c7d0d2a-5c38-4577-bb83-e9fa152f45be_IMG_20210916_135922_6894247560045540721.jpg,2021.09.16.16.42.48_-4.789743999999999_38.26802433333334_8c7d0d2a-5c38-4577-bb83-e9fa152f45be_IMG_20210916_135922_6894247560045540721.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.19.11.23_-4.789913333333333_38.26792000000001_2be6f185-9ebd-4ce6-8eb5-fafc76c3697a_IMG_20210916_135930_5876262230718483483.jpg,temp_downloads/2021.09.16.19.11.23_-4.789913333333333_38.26792000000001_2be6f185-9ebd-4ce6-8eb5-fafc76c3697a_IMG_20210916_135930_5876262230718483483.jpg,2021.09.16.19.11.23_-4.789913333333333_38.26792000000001_2be6f185-9ebd-4ce6-8eb5-fafc76c3697a_IMG_20210916_135930_5876262230718483483.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.17.20.40.26_-4.789765333333332_38.268179666666676_04c9db74-15a5-4722-b323-4a1e30e69dd9_IMG_20210916_135914_7461393185744734679.jpg,temp_downloads/2021.09.17.20.40.26_-4.789765333333332_38.268179666666676_04c9db74-15a5-4722-b323-4a1e30e69dd9_IMG_20210916_135914_7461393185744734679.jpg,2021.09.17.20.40.26_-4.789765333333332_38.268179666666676_04c9db74-15a5-4722-b323-4a1e30e69dd9_IMG_20210916_135914_7461393185744734679.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.19.11.22_-4.789901333333334_38.267934_df094687-1d65-45c0-a7e9-dbbbe12a1ccb_IMG_20210916_135922_144628370516387418.jpg,temp_downloads/2021.09.16.19.11.22_-4.789901333333334_38.267934_df094687-1d65-45c0-a7e9-dbbbe12a1ccb_IMG_20210916_135922_144628370516387418.jpg,2021.09.16.19.11.22_-4.789901333333334_38.267934_df094687-1d65-45c0-a7e9-dbbbe12a1ccb_IMG_20210916_135922_144628370516387418.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.16.42.45_-4.789780333333335_38.26803066666667_218c5c8e-0223-443f-afff-69f0c9a7aa56_IMG_20210916_135910_7659507519134234270.jpg,temp_downloads/2021.09.16.16.42.45_-4.789780333333335_38.26803066666667_218c5c8e-0223-443f-afff-69f0c9a7aa56_IMG_20210916_135910_7659507519134234270.jpg,2021.09.16.16.42.45_-4.789780333333335_38.26803066666667_218c5c8e-0223-443f-afff-69f0c9a7aa56_IMG_20210916_135910_7659507519134234270.jpg,True,0.5337360501289368,,False,False,0.9999999403953552
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.19.11.21_-4.789884333333332_38.267954333333336_88629931-92a1-4a22-88ec-9915aa3187ee_IMG_20210916_135913_3407532172010102217.jpg,temp_downloads/2021.09.16.19.11.21_-4.789884333333332_38.267954333333336_88629931-92a1-4a22-88ec-9915aa3187ee_IMG_20210916_135913_3407532172010102217.jpg,2021.09.16.19.11.21_-4.789884333333332_38.267954333333336_88629931-92a1-4a22-88ec-9915aa3187ee_IMG_20210916_135913_3407532172010102217.jpg,True,0.6124111413955688,,False,False,0.973892730966412
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.17.20.40.24_-4.789788999999999_38.26820133333334_42be6f5b-acca-43c4-8952-cedd75fdaae5_IMG_20210916_135859_4914804967897986564.jpg,temp_downloads/2021.09.17.20.40.24_-4.789788999999999_38.26820133333334_42be6f5b-acca-43c4-8952-cedd75fdaae5_IMG_20210916_135859_4914804967897986564.jpg,2021.09.17.20.40.24_-4.789788999999999_38.26820133333334_42be6f5b-acca-43c4-8952-cedd75fdaae5_IMG_20210916_135859_4914804967897986564.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.20.16.54_-4.78977271910063_38.268008249772194_1d9333a7-43ec-48a1-9d7a-cc4901601c07_IMG_20210916_135919_-1005085846.jpg,temp_downloads/2021.09.16.20.16.54_-4.78977271910063_38.268008249772194_1d9333a7-43ec-48a1-9d7a-cc4901601c07_IMG_20210916_135919_-1005085846.jpg,2021.09.16.20.16.54_-4.78977271910063_38.268008249772194_1d9333a7-43ec-48a1-9d7a-cc4901601c07_IMG_20210916_135919_-1005085846.jpg,True,0.6792898178100586,,False,False,0.967105660783556
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.12.09.12.31.45_8.313306666666668_-13.180919999999997_600fb857-8931-40bd-a6ec-2a2b48d2513f_IMG_20221209_083642_7545055670484058757.jpg,temp_downloads/2022.12.09.12.31.45_8.313306666666668_-13.180919999999997_600fb857-8931-40bd-a6ec-2a2b48d2513f_IMG_20221209_083642_7545055670484058757.jpg,2022.12.09.12.31.45_8.313306666666668_-13.180919999999997_600fb857-8931-40bd-a6ec-2a2b48d2513f_IMG_20221209_083642_7545055670484058757.jpg,True,0.5145906805992126,0.9256635308265686,True,True,0.530339438593856
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.26.08.08.48_8.478214999999993_-13.225546666666666_1ac5b420-2476-4fcf-a08b-95006e8854a5_IMG_20220115_114655_1154822861.jpg,temp_downloads/2022.02.26.08.08.48_8.478214999999993_-13.225546666666666_1ac5b420-2476-4fcf-a08b-95006e8854a5_IMG_20220115_114655_1154822861.jpg,2022.02.26.08.08.48_8.478214999999993_-13.225546666666666_1ac5b420-2476-4fcf-a08b-95006e8854a5_IMG_20220115_114655_1154822861.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.13.02.50.38_8.484677333333332_-13.275597666666668_19765da2-225f-4d36-95f8-a0f16c27609a_IMG_20220115_114925_37872414691198175.jpg,temp_downloads/2022.02.13.02.50.38_8.484677333333332_-13.275597666666668_19765da2-225f-4d36-95f8-a0f16c27609a_IMG_20220115_114925_37872414691198175.jpg,2022.02.13.02.50.38_8.484677333333332_-13.275597666666668_19765da2-225f-4d36-95f8-a0f16c27609a_IMG_20220115_114925_37872414691198175.jpg,True,0.5205464959144592,0.9698643684387207,True,True,0.07389200435792276
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.01.15.12.19.32_8.477830358190706_-13.277385042402457_43263753-9903-4b1a-92f9-d9eb68a3410e_IMG_20220115_114915_4697456577895276687.jpg,temp_downloads/2022.01.15.12.19.32_8.477830358190706_-13.277385042402457_43263753-9903-4b1a-92f9-d9eb68a3410e_IMG_20220115_114915_4697456577895276687.jpg,2022.01.15.12.19.32_8.477830358190706_-13.277385042402457_43263753-9903-4b1a-92f9-d9eb68a3410e_IMG_20220115_114915_4697456577895276687.jpg,True,0.7020529508590698,0.9523636102676392,True,True,0.07052088740927331
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.13.02.50.38_8.484686333333334_-13.275575999999997_d18f3b93-2af0-4504-a08d-e8c4202e552a_IMG_20220115_114905_5718904625238649263.jpg,temp_downloads/2022.02.13.02.50.38_8.484686333333334_-13.275575999999997_d18f3b93-2af0-4504-a08d-e8c4202e552a_IMG_20220115_114905_5718904625238649263.jpg,2022.02.13.02.50.38_8.484686333333334_-13.275575999999997_d18f3b93-2af0-4504-a08d-e8c4202e552a_IMG_20220115_114905_5718904625238649263.jpg,True,0.5206382870674133,0.9532565474510193,True,True,0.03537135966518434
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.22.20.53.14_8.48490166666667_-13.275507666666671_a5e7154f-7fce-488a-b92f-57d123bd8662_IMG_20220115_114851_8878226092664222549.jpg,temp_downloads/2022.02.22.20.53.14_8.48490166666667_-13.275507666666671_a5e7154f-7fce-488a-b92f-57d123bd8662_IMG_20220115_114851_8878226092664222549.jpg,2022.02.22.20.53.14_8.48490166666667_-13.275507666666671_a5e7154f-7fce-488a-b92f-57d123bd8662_IMG_20220115_114851_8878226092664222549.jpg,True,0.5595054626464844,0.9588629007339478,True,True,0.044121334198486295
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2021.09.16.20.16.51_-4.789792118399164_38.26800537828025_1d3e7a6d-1093-4147-ad4e-626f28a1eb29_IMG_20210916_135911_180668616.jpg,temp_downloads/2021.09.16.20.16.51_-4.789792118399164_38.26800537828025_1d3e7a6d-1093-4147-ad4e-626f28a1eb29_IMG_20210916_135911_180668616.jpg,2021.09.16.20.16.51_-4.789792118399164_38.26800537828025_1d3e7a6d-1093-4147-ad4e-626f28a1eb29_IMG_20210916_135911_180668616.jpg,True,0.4024471342563629,,False,False,0.9999996125698445
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.01.17.06.41.59_8.437780666666672_-13.217827333333325_eb54f1f6-fef9-4bf4-987c-ea783b45f87e_IMG_20220115_114930_1286116157629533903.jpg,temp_downloads/2022.01.17.06.41.59_8.437780666666672_-13.217827333333325_eb54f1f6-fef9-4bf4-987c-ea783b45f87e_IMG_20220115_114930_1286116157629533903.jpg,2022.01.17.06.41.59_8.437780666666672_-13.217827333333325_eb54f1f6-fef9-4bf4-987c-ea783b45f87e_IMG_20220115_114930_1286116157629533903.jpg,True,0.7964105010032654,,False,False,0.8191133737564087
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.15.16.24.50_8.48471533333333_-13.275437333333333_5885d91b-f3f4-40ff-aa2f-5383c82eaba9_IMG_20220115_114919_8967832860370087656.jpg,temp_downloads/2022.02.15.16.24.50_8.48471533333333_-13.275437333333333_5885d91b-f3f4-40ff-aa2f-5383c82eaba9_IMG_20220115_114919_8967832860370087656.jpg,2022.02.15.16.24.50_8.48471533333333_-13.275437333333333_5885d91b-f3f4-40ff-aa2f-5383c82eaba9_IMG_20220115_114919_8967832860370087656.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.01.16.03.00.56_8.383623116666666_-13.115226566666669_ffd29fc5-6fb3-444b-840c-b58fe232b2bd_IMG_20220115_115033_2483559505529435529.jpg,temp_downloads/2022.01.16.03.00.56_8.383623116666666_-13.115226566666669_ffd29fc5-6fb3-444b-840c-b58fe232b2bd_IMG_20220115_115033_2483559505529435529.jpg,2022.01.16.03.00.56_8.383623116666666_-13.115226566666669_ffd29fc5-6fb3-444b-840c-b58fe232b2bd_IMG_20220115_115033_2483559505529435529.jpg,True,0.7802867293357849,0.9661315083503723,True,True,0.3710062535690213
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.08.02.20.19_8.475450739617115_-13.223232867159423_09291bb8-f5ae-4560-8258-e1f050449c85_IMG_20230205_102706_3205099158136593867.jpg,temp_downloads/2023.02.08.02.20.19_8.475450739617115_-13.223232867159423_09291bb8-f5ae-4560-8258-e1f050449c85_IMG_20230205_102706_3205099158136593867.jpg,2023.02.08.02.20.19_8.475450739617115_-13.223232867159423_09291bb8-f5ae-4560-8258-e1f050449c85_IMG_20230205_102706_3205099158136593867.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.01.15.12.13.38_8.477689999999999_-13.277588333333332_1529bdc1-46ff-46a3-a357-965468d91713_IMG_20220115_114853_7454923895489702966.jpg,temp_downloads/2022.01.15.12.13.38_8.477689999999999_-13.277588333333332_1529bdc1-46ff-46a3-a357-965468d91713_IMG_20220115_114853_7454923895489702966.jpg,2022.01.15.12.13.38_8.477689999999999_-13.277588333333332_1529bdc1-46ff-46a3-a357-965468d91713_IMG_20220115_114853_7454923895489702966.jpg,True,0.44963353872299194,0.9571405053138733,True,True,0.15701661114859
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.13.12.42.59_8.384334999999998_-13.110097999999999_7a34484c-bba6-440e-95d8-646ab687c1dd_IMG_20230205_102706_5498538155938788515.jpg,temp_downloads/2023.02.13.12.42.59_8.384334999999998_-13.110097999999999_7a34484c-bba6-440e-95d8-646ab687c1dd_IMG_20230205_102706_5498538155938788515.jpg,2023.02.13.12.42.59_8.384334999999998_-13.110097999999999_7a34484c-bba6-440e-95d8-646ab687c1dd_IMG_20230205_102706_5498538155938788515.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.06.00.35.49_8.366995_-13.227756666666668_fbd7e31d-38de-4d2a-9109-d9e246a8ce81_IMG_20230205_102659_1138602101516166670.jpg,temp_downloads/2023.02.06.00.35.49_8.366995_-13.227756666666668_fbd7e31d-38de-4d2a-9109-d9e246a8ce81_IMG_20230205_102659_1138602101516166670.jpg,2023.02.06.00.35.49_8.366995_-13.227756666666668_fbd7e31d-38de-4d2a-9109-d9e246a8ce81_IMG_20230205_102659_1138602101516166670.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.02.15.16.24.49_8.48471_-13.275437666666663_7b97de48-bf1f-4199-95be-8dba3b78a297_IMG_20220115_114906_2624119866289458223.jpg,temp_downloads/2022.02.15.16.24.49_8.48471_-13.275437666666663_7b97de48-bf1f-4199-95be-8dba3b78a297_IMG_20220115_114906_2624119866289458223.jpg,2022.02.15.16.24.49_8.48471_-13.275437666666663_7b97de48-bf1f-4199-95be-8dba3b78a297_IMG_20220115_114906_2624119866289458223.jpg,True,0.45294174551963806,0.9666156768798828,True,True,0.22161689595100786
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.13.21.01.59_8.366972839459777_-13.227602681145072_0b7f77df-50cb-426d-b9d8-c49fcfb613f5_IMG_20230205_102708_8077973623681613196.jpg,temp_downloads/2023.02.13.21.01.59_8.366972839459777_-13.227602681145072_0b7f77df-50cb-426d-b9d8-c49fcfb613f5_IMG_20230205_102708_8077973623681613196.jpg,2023.02.13.21.01.59_8.366972839459777_-13.227602681145072_0b7f77df-50cb-426d-b9d8-c49fcfb613f5_IMG_20230205_102708_8077973623681613196.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.10.03.42.31_8.426593_-13.196094666666664_3c635a9e-a09d-4c32-93d3-67e1d814452c_IMG_20230205_102653_5108928566799486810.jpg,temp_downloads/2023.02.10.03.42.31_8.426593_-13.196094666666664_3c635a9e-a09d-4c32-93d3-67e1d814452c_IMG_20230205_102653_5108928566799486810.jpg,2023.02.10.03.42.31_8.426593_-13.196094666666664_3c635a9e-a09d-4c32-93d3-67e1d814452c_IMG_20230205_102653_5108928566799486810.jpg,True,0.43913280963897705,0.932214617729187,True,True,0.3599027683512448
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.05.16.14.17_8.366918333333333_-13.227798333333334_5bdbe0d9-8a30-41ab-99fd-beb72d504580_IMG_20230205_102706_6704710074835703199.jpg,temp_downloads/2023.02.05.16.14.17_8.366918333333333_-13.227798333333334_5bdbe0d9-8a30-41ab-99fd-beb72d504580_IMG_20230205_102706_6704710074835703199.jpg,2023.02.05.16.14.17_8.366918333333333_-13.227798333333334_5bdbe0d9-8a30-41ab-99fd-beb72d504580_IMG_20230205_102706_6704710074835703199.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.24.15.25.52_8.420361666666643_-13.169723333333337_f2049906-b9a5-412b-9914-250434f30c50_IMG_20231024_141909_6853663355732229818.jpg,temp_downloads/2023.10.24.15.25.52_8.420361666666643_-13.169723333333337_f2049906-b9a5-412b-9914-250434f30c50_IMG_20231024_141909_6853663355732229818.jpg,2023.10.24.15.25.52_8.420361666666643_-13.169723333333337_f2049906-b9a5-412b-9914-250434f30c50_IMG_20231024_141909_6853663355732229818.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.06.22.25.40_8.36688_-13.227751666666666_7caf0529-64c0-4f11-a199-311cdd1b2133_IMG_20230205_102635_4792122724280016500.jpg,temp_downloads/2023.02.06.22.25.40_8.36688_-13.227751666666666_7caf0529-64c0-4f11-a199-311cdd1b2133_IMG_20230205_102635_4792122724280016500.jpg,2023.02.06.22.25.40_8.36688_-13.227751666666666_7caf0529-64c0-4f11-a199-311cdd1b2133_IMG_20230205_102635_4792122724280016500.jpg,True,0.6550607085227966,0.9624380469322205,True,True,0.500076782361643
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.28.19.50.04_8.482308333333332_-13.234308333333335_d7e10af2-277c-4b58-be1c-36e846e225ba_IMG_20230205_102701_1244521103874133494.jpg,temp_downloads/2023.02.28.19.50.04_8.482308333333332_-13.234308333333335_d7e10af2-277c-4b58-be1c-36e846e225ba_IMG_20230205_102701_1244521103874133494.jpg,2023.02.28.19.50.04_8.482308333333332_-13.234308333333335_d7e10af2-277c-4b58-be1c-36e846e225ba_IMG_20230205_102701_1244521103874133494.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.08.06.54.54_8.475005583333333_-13.222833633333334_4ac31942-8095-4e25-b1ec-224034b78c1c_IMG_20230205_102704_2126769841882095014.jpg,temp_downloads/2023.02.08.06.54.54_8.475005583333333_-13.222833633333334_4ac31942-8095-4e25-b1ec-224034b78c1c_IMG_20230205_102704_2126769841882095014.jpg,2023.02.08.06.54.54_8.475005583333333_-13.222833633333334_4ac31942-8095-4e25-b1ec-224034b78c1c_IMG_20230205_102704_2126769841882095014.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.02.06.04.02.28_8.423783666666667_-13.171809000000001_0941d90b-c81c-40f9-847b-96e657f7388f_IMG_20230205_102646_7468150746021621076.jpg,temp_downloads/2023.02.06.04.02.28_8.423783666666667_-13.171809000000001_0941d90b-c81c-40f9-847b-96e657f7388f_IMG_20230205_102646_7468150746021621076.jpg,2023.02.06.04.02.28_8.423783666666667_-13.171809000000001_0941d90b-c81c-40f9-847b-96e657f7388f_IMG_20230205_102646_7468150746021621076.jpg,True,0.7385772466659546,0.844496488571167,True,True,0.5574367105858551
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.24.15.20.23_8.471200666666672_-13.223104333333357_446a27cc-6846-43e9-be16-7712f5dfd9d8_IMG_20231024_141939_5345236924395651860.jpg,temp_downloads/2023.10.24.15.20.23_8.471200666666672_-13.223104333333357_446a27cc-6846-43e9-be16-7712f5dfd9d8_IMG_20231024_141939_5345236924395651860.jpg,2023.10.24.15.20.23_8.471200666666672_-13.223104333333357_446a27cc-6846-43e9-be16-7712f5dfd9d8_IMG_20231024_141939_5345236924395651860.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.25.14.01.14_8.420395438000009_-13.16973827799999_52619dd8-f1ab-4017-99ab-ed4354056c45_IMG_20231024_141932_7504860322841324259.jpg,temp_downloads/2023.10.25.14.01.14_8.420395438000009_-13.16973827799999_52619dd8-f1ab-4017-99ab-ed4354056c45_IMG_20231024_141932_7504860322841324259.jpg,2023.10.25.14.01.14_8.420395438000009_-13.16973827799999_52619dd8-f1ab-4017-99ab-ed4354056c45_IMG_20231024_141932_7504860322841324259.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.30.21.27.46_8.426441183333324_-13.196214449999992_6e44788c-b721-40ca-a327-8b9001ca81ae_IMG_20231024_141940_6637262563398243801.jpg,temp_downloads/2023.10.30.21.27.46_8.426441183333324_-13.196214449999992_6e44788c-b721-40ca-a327-8b9001ca81ae_IMG_20231024_141940_6637262563398243801.jpg,2023.10.30.21.27.46_8.426441183333324_-13.196214449999992_6e44788c-b721-40ca-a327-8b9001ca81ae_IMG_20231024_141940_6637262563398243801.jpg,True,0.7066561579704285,0.8884034156799316,True,True,0.246402790279717
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.24.19.28.17_8.473039999999997_-13.22421_c22a6b20-0297-4b1f-aabf-273a6592fd6f_IMG_20231024_141913_5861400191755311505.jpg,temp_downloads/2023.10.24.19.28.17_8.473039999999997_-13.22421_c22a6b20-0297-4b1f-aabf-273a6592fd6f_IMG_20231024_141913_5861400191755311505.jpg,2023.10.24.19.28.17_8.473039999999997_-13.22421_c22a6b20-0297-4b1f-aabf-273a6592fd6f_IMG_20231024_141913_5861400191755311505.jpg,True,0.7315101623535156,0.9503644108772278,True,True,0.3127690439456554
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2022.11.17.21.50.37_-6.756852868013084_36.10653452575207_b3f1b23d-b1bf-44cf-a5bc-9ee9aa1f9cfa_IMG_20221117_171246_1155558340995410514.jpg,temp_downloads/2022.11.17.21.50.37_-6.756852868013084_36.10653452575207_b3f1b23d-b1bf-44cf-a5bc-9ee9aa1f9cfa_IMG_20221117_171246_1155558340995410514.jpg,2022.11.17.21.50.37_-6.756852868013084_36.10653452575207_b3f1b23d-b1bf-44cf-a5bc-9ee9aa1f9cfa_IMG_20221117_171246_1155558340995410514.jpg,False,,,False,False,
https://treetracker-production-images.s3.eu-central-1.amazonaws.com/2023.10.24.14.51.30_8.464144666666666_-13.193802666666667_320f5b4b-ca6c-4760-bf64-22cf2103d2f9_IMG_20231024_141923_201463139806079457.jpg,temp_downloads/2023.10.24.14.51.30_8.464144666666666_-13.193802666666667_320f5b4b-ca6c-4760-bf64-22cf2103d2f9_IMG_20231024_141923_201463139806079457.jpg,2023.10.24.14.51.30_8.464144666666666_-13.193802666666667_320f5b4b-ca6c-4760-bf64-22cf2103d2f9_IMG_20231024_141923_201463139806079457.jpg,True,0.682403564453125,0.9482589960098267,True,True,0.506110345444819
